"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
10.9,36,126,2,82.54,4.48,"Gamma","auth","baja","success"
12.16,16.16,166,3,83.94,2.72,"Delta","auth","media","success"
12.79,22.27,158,2,80.72,47.08,"Delta","auth","crítica","success"
11.39,8.05,129,2,NA,28.09,"Gamma","ui","baja","success"
9.85,16.1,150,1,90.91,11.35,"Beta","api","baja","success"
22.1,11.32,147,3,64.62,64.26,"Alpha","auth","crítica","success"
20.65,5.76,141,1,68.39,1.86,"Beta","api","baja","success"
4.36,13.44,157,2,83.57,2.01,"Delta","auth","baja","success"
7.83,7.64,139,3,71.59,2.73,"Alpha","ui","baja","success"
24.61,15.81,155,4,75.06,5.79,"Alpha","api","baja","failed"
7.41,23.73,146,1,74.38,53.12,"Gamma","database","media","success"
12.92,13.08,132,2,53.52,16.56,"Gamma","analytics","baja","failed"
5.99,13.84,178,3,84.02,38.79,"Delta","api","baja","rolled_back"
10.5,11.25,155,1,86.5,2.67,"Gamma","analytics","baja","rolled_back"
7.5,23.27,155,4,73.39,6.05,"Gamma","database","baja","success"
34.91,3.05,153,1,74.28,1.59,"Beta","analytics","alta","success"
25.15,19.52,141,4,82.22,38.4,"Beta","ui","baja","rolled_back"
20.34,16.72,162,1,72.48,7.86,"Delta","database","baja","success"
8.94,23.87,148,3,97.04,11.13,"Gamma","database","baja","success"
20.97,13.07,151,0,66.62,13.63,"Alpha","analytics","alta","success"
11.67,22.21,141,0,64.25,25.27,"Delta","ui","alta","success"
5.41,10.37,169,0,65.68,2.98,"Beta","analytics","baja","success"
16.49,20.54,147,2,87.26,55.7,"Gamma","database","baja","success"
17.03,23.98,163,3,86.3,11.94,"Delta","database","baja","success"
14.42,41.51,153,4,84.97,3.65,"Gamma","api","alta","success"
17.65,30.59,134,2,69.76,2.83,"Alpha","api","baja","success"
12.25,2.94,159,2,74.52,40.83,"Gamma","auth","crítica","failed"
5.52,17.45,148,3,86.21,7.91,"Alpha","api","alta","success"
9.43,6.93,145,3,82.04,25.31,"Alpha","auth","alta","success"
6.35,21.9,145,6,83.55,17.71,"Gamma","ui","baja","success"
12.66,14.05,134,2,99.77,51.87,"Beta","ui","baja","success"
12.2,7.84,158,3,86.99,25.38,"Gamma","api","media","success"
4.73,12.75,136,0,66.03,42.07,"Beta","ui","alta","success"
12.13,11.94,152,1,82.37,0.7,"Alpha","ui","alta","success"
20.18,21.73,167,3,78.6,34.72,"Beta","ui","media","failed"
10.14,3.09,129,3,78.31,5.44,"Beta","ui","alta","success"
25.64,1.34,163,0,59.63,84.72,"Beta","analytics","baja","success"
3.85,19.54,161,2,79.32,1.62,"Delta","ui","baja","success"
5.52,31.16,153,4,83.05,9,"Delta","ui","media","success"
4.89,14.58,111,0,73.5,82.03,"Gamma","ui","media","success"
10.18,13.87,159,2,75.5,7.67,"Alpha","api","media","failed"
5.24,11.94,127,0,82.31,4.26,"Beta","database","media","success"
12.74,17.68,145,2,73.56,7.18,"Delta","database","media","success"
5.35,50.38,180,3,84.54,10.13,"Beta","api","baja","success"
15.54,18.03,161,3,78.56,2.09,"Alpha","analytics","baja","failed"
20.84,11.6,150,0,87.35,75.69,"Beta","auth","crítica","failed"
13.67,25.87,161,5,59.37,27.57,"Beta","database","alta","success"
7.39,30.42,167,1,42.99,3.21,"Beta","analytics","alta","rolled_back"
6.43,18.42,156,0,51.87,37.97,"Alpha","api","media","success"
28.23,6.92,142,1,69.14,6.57,"Beta","ui","baja","failed"
12.63,24.2,140,3,54.54,6.32,"Alpha","ui","alta","success"
7.18,74.37,140,1,72.15,13.12,"Gamma","ui","media","success"
12.23,3.62,151,6,61.25,5.71,"Gamma","analytics","baja","failed"
15.97,21.88,167,4,67.33,7.63,"Gamma","analytics","crítica","failed"
11.95,22.31,143,2,74.58,41.64,"Beta","auth","baja","success"
6.04,9.23,154,2,65.96,17.48,"Delta","ui","media","success"
6.15,23.15,162,1,79.09,24.7,"Alpha","auth","crítica","failed"
4.89,9.25,153,3,78.88,10.55,"Alpha","api","media","success"
11.21,50.74,140,4,73.61,31.88,"Gamma","api","media","success"
33.07,13.81,161,2,64.27,16.29,"Beta","database","alta","success"
20.17,19.12,130,1,67.84,15.97,"Gamma","auth","crítica","success"
17.01,49.96,141,3,95.6,12.12,"Alpha","ui","alta","success"
3.88,13.31,140,0,73.17,38.05,"Alpha","auth","media","success"
8.51,2.05,170,6,69.45,18.87,"Beta","ui","alta","success"
22.32,16.46,142,1,82.37,11.79,"Beta","auth","media","success"
2.93,14.3,146,3,88.54,6.25,"Alpha","api","alta","failed"
16.33,19.65,154,2,66.3,10.98,"Alpha","analytics","baja","success"
21.84,19.47,154,0,72.27,27.63,"Beta","api","crítica","success"
27.87,11.28,159,0,64.62,1.09,"Delta","database","baja","success"
8.68,14.14,149,1,53.23,6.34,"Gamma","analytics","alta","success"
15.32,6.85,132,3,86.65,23.61,"Delta","api","alta","success"
34.54,9.74,162,2,90.58,1.41,"Beta","database","alta","success"
14.96,0.74,146,0,75.34,87.02,"Gamma","api","crítica","success"
13.41,45.54,155,1,80.97,23.9,"Alpha","auth","baja","success"
5.76,28.37,160,1,60.87,46.25,"Delta","ui","media","success"
14.93,21.9,149,4,93.71,3.45,"Beta","auth","baja","success"
9.51,10.93,155,1,73.36,27.39,"Beta","analytics","media","failed"
5.83,29.74,149,1,66.52,34.87,"Beta","analytics","media","success"
32.32,30.44,158,2,81.66,20.31,"Delta","auth","baja","success"
6.24,5.47,154,2,64.46,123.42,"Beta","ui","baja","success"
6.04,12.83,155,3,79.42,105.45,"Delta","auth","alta","success"
28.88,18.77,153,2,65.63,3.47,"Delta","api","crítica","success"
7.19,28.04,143,1,67.71,12.97,"Delta","api","baja","success"
37.01,34.53,141,2,80.74,13.87,"Beta","ui","baja","success"
25.25,35.19,155,1,87.83,5.62,"Gamma","analytics","baja","failed"
12.37,12.07,134,2,89.58,NA,"Alpha","ui","baja","success"
7.69,17.89,148,3,80.84,3.76,"Alpha","analytics","crítica","success"
15.27,31.73,154,3,86.19,54.09,"Alpha","database","baja","success"
22.02,18.35,164,2,62.47,49.01,"Beta","api","media","success"
17.96,7.71,147,1,84.55,22.08,"Delta","ui","baja","failed"
2.16,56.1,159,4,75.03,47.32,"Gamma","api","baja","success"
13.22,9.31,150,3,76.14,3.73,"Beta","database","alta","success"
12.18,29.51,169,0,73.73,14.21,"Delta","database","baja","success"
41.06,13.22,183,2,46.27,12.73,"Beta","api","crítica","success"
6.49,29.14,158,4,76.51,0.71,"Alpha","auth","alta","success"
7.48,65.8,156,1,100,2.76,"Beta","ui","alta","success"
9.87,15.67,162,2,83.57,12.17,"Beta","database","baja","success"
8.54,14.96,135,4,84.94,19.84,"Delta","analytics","crítica","failed"
11.74,14.59,126,1,54.88,3.36,"Beta","api","media","success"
10.04,32.94,132,4,71.07,8.05,"Alpha","auth","baja","success"
5.51,2.52,141,1,70.5,1.34,"Alpha","analytics","alta","success"
20.1,48.82,152,0,66.32,3.44,"Gamma","ui","baja","success"
14.61,29.4,147,3,75.93,1.99,"Gamma","database","baja","success"
13.5,8.91,148,3,68.56,30.48,"Delta","analytics","media","failed"
9.28,21.47,142,4,65.53,15.12,"Alpha","ui","baja","success"
13.42,31.77,133,3,74.68,11.82,"Gamma","ui","media","success"
9.84,79.24,157,4,70.46,6.29,"Delta","api","crítica","failed"
10.83,21.35,164,2,61.33,10.17,"Alpha","ui","media","success"
26.86,9.89,162,1,63.09,36.93,"Beta","database","alta","success"
9.62,44.46,148,5,100,18.22,"Gamma","analytics","alta","success"
17.85,18.48,151,3,92.51,0.29,"Delta","api","alta","success"
24.7,27.37,152,2,60.92,7.26,"Beta","analytics","media","failed"
8.89,32.52,160,0,82.39,74.5,"Gamma","api","alta","success"
31.59,14.42,154,0,72.42,21.27,"Alpha","database","media","success"
5.01,30.41,138,2,88.22,4.62,"Delta","api","media","failed"
5.61,35.96,163,0,59.55,41.13,"Delta","ui","media","rolled_back"
12.9,32.16,151,0,63.07,6.87,"Delta","ui","alta","success"
14.6,17.57,145,1,88.37,4.13,"Delta","api","media","success"
21.63,27.8,158,0,70.16,11.07,"Gamma","auth","crítica","failed"
20.18,37.53,140,0,90.98,6.24,"Alpha","analytics","alta","success"
5.59,24.35,152,3,61.12,2.06,"Gamma","auth","crítica","rolled_back"
4.32,4.2,124,2,74.93,34.35,"Alpha","api","alta","success"
16.81,37.84,147,2,71.32,33.06,"Beta","database","crítica","success"
24.71,6.53,159,0,59.67,12.28,"Alpha","auth","media","success"
23.54,11.64,135,0,95.18,26.95,"Gamma","api","baja","failed"
24.89,18.64,139,6,81.45,55.26,"Alpha","auth","baja","success"
38.54,24.42,162,2,66.8,4.94,"Beta","api","alta","failed"
7.89,45.13,151,3,52,34.31,"Beta","database","baja","success"
10.59,2.49,168,3,72.2,7.58,"Beta","api","baja","success"
14.01,7.38,160,2,82.87,23.25,"Beta","api","baja","success"
24.61,12.15,140,3,NA,31.42,"Beta","database","media","failed"
14.41,22.85,155,2,69.44,20.76,"Alpha","ui","media","success"
4.08,24.47,144,2,78.82,27.53,"Delta","ui","baja","success"
18.63,10.77,147,5,91.39,27.6,"Alpha","ui","alta","success"
39.53,6.74,147,2,87.48,15.66,"Alpha","database","baja","success"
8.53,22.77,155,2,72.18,32.58,"Gamma","ui","baja","success"
25.73,25.81,139,3,96.18,6.08,"Alpha","auth","baja","success"
23.59,3.7,148,1,71.41,6.85,"Delta","analytics","alta","success"
6.92,21.42,145,3,99.39,31.95,"Gamma","api","baja","success"
13.88,8.84,139,3,60.58,1.49,"Alpha","ui","baja","success"
14.44,5.75,135,5,80.5,8.73,"Gamma","auth","alta","failed"
30.16,15.23,145,4,66.14,8.21,"Delta","auth","baja","success"
24.9,3.27,156,0,65.47,10.8,"Delta","auth","media","success"
7.69,41.38,148,3,57.55,1.64,"Gamma","ui","baja","success"
31.54,48.24,171,0,81.19,7.03,"Alpha","auth","media","success"
25.29,4.78,152,0,87.81,12.81,"Beta","analytics","alta","failed"
6.92,28.19,150,1,65.25,2.76,"Delta","ui","crítica","success"
26.31,2.19,161,1,83.89,28.79,"Alpha","ui","alta","success"
8.24,4.03,144,3,85.2,0.23,"Gamma","auth","media","success"
10.15,45.05,139,3,65.62,37.72,"Alpha","auth","media","success"
15.99,21.28,162,6,76.49,0.88,"Delta","ui","baja","success"
9.98,15.4,166,0,78.32,11.87,"Alpha","api","baja","success"
24.79,18.76,146,0,74.01,11.49,"Beta","api","media","success"
20.85,10.75,157,0,85.29,16.89,"Delta","database","media","success"
7.43,18.83,149,2,95.56,1.01,"Alpha","auth","baja","success"
9.39,20.72,149,2,83.62,8.4,"Delta","auth","media","rolled_back"
6.32,12.82,135,0,68.24,30.45,"Delta","auth","crítica","success"
21.51,33.23,156,1,57.37,23.93,"Delta","auth","baja","success"
16.08,3.43,137,3,98.14,80.65,"Beta","analytics","media","failed"
3.72,51.51,156,3,69.24,3.85,"Alpha","auth","alta","success"
28.45,38.54,138,3,67.03,15.1,"Beta","ui","alta","success"
12.36,9.49,144,3,73.76,10.38,"Delta","api","crítica","success"
19.25,10.32,153,3,74.44,5.93,"Alpha","auth","alta","success"
9.8,34.67,157,1,54.64,9.84,"Beta","database","media","success"
39.81,21.93,147,2,80.8,165.81,"Delta","auth","media","success"
15.32,6.84,139,4,85.21,8,"Beta","api","alta","success"
27.05,38.86,149,0,70.73,8.12,"Gamma","auth","media","success"
10.47,35.58,129,2,78.55,18.45,"Alpha","auth","baja","success"
12.94,16.64,143,6,85.58,23.66,"Alpha","auth","baja","failed"
11.63,8.53,124,3,75.4,9.85,"Delta","api","alta","success"
14.65,30.08,147,1,100,4.66,"Delta","api","alta","success"
10.75,23.15,140,4,79.51,22.21,"Alpha","analytics","baja","success"
17.67,11.9,164,4,74.17,16.72,"Gamma","database","baja","success"
20.3,13.98,156,0,92.63,1.48,"Alpha","analytics","media","rolled_back"
10.12,5.68,154,4,76.62,9.97,"Gamma","api","baja","failed"
19.85,22.76,150,2,71.56,28.43,"Alpha","api","baja","success"
16.65,8.43,145,2,55.72,1.41,"Alpha","database","media","success"
7.93,15.64,176,1,83.95,25.97,"Delta","auth","alta","failed"
11.71,4.79,159,2,62.93,2.22,"Alpha","ui","alta","failed"
15.01,14.95,165,2,89.49,NA,"Gamma","database","media","success"
24.59,7.54,130,0,66.37,74.99,"Gamma","analytics","alta","success"
12.69,19.9,158,3,81.52,54.23,"Gamma","analytics","baja","success"
9.35,12.22,163,1,72.37,5.56,"Alpha","api","media","success"
20.96,26.61,154,2,73.95,30.06,"Beta","ui","media","success"
5.97,6.16,136,1,91.63,9.39,"Alpha","api","alta","failed"
9.93,12.67,149,2,67.83,56.36,"Beta","database","baja","success"
5.8,6.61,154,1,72.89,20.76,"Gamma","database","baja","success"
44.73,3.95,148,2,74.32,2.89,"Alpha","auth","baja","success"
21.03,37.94,167,0,74.95,1.63,"Gamma","auth","crítica","success"
9.6,9.84,149,2,62.31,7.62,"Delta","ui","baja","success"
15.1,27.49,137,1,78.54,35.76,"Beta","ui","baja","success"
17.84,10.35,122,3,94.44,5.61,"Delta","analytics","baja","success"
13.8,5.72,178,3,99.27,8.23,"Delta","analytics","baja","failed"
12.14,18.24,157,2,92.72,70.81,"Beta","ui","baja","success"
8.32,8.84,156,2,81.81,28.26,"Alpha","ui","alta","success"
6.21,7.13,140,6,77.48,0.53,"Alpha","analytics","alta","success"
29.02,33.45,139,2,77.55,5.41,"Gamma","api","media","success"
6.38,12.49,177,0,85.78,9.72,"Gamma","database","media","success"
14.5,11.87,137,0,75.35,9.87,"Gamma","auth","alta","success"
10.68,19.93,156,4,85.61,13.47,"Gamma","auth","baja","failed"
37.1,25.67,136,2,90.72,2.35,"Alpha","database","baja","success"
13.54,73.3,165,3,77.78,27.33,"Beta","database","media","success"
24.01,14.89,140,1,72.83,0.98,"Delta","api","crítica","success"
9.62,30.27,142,1,64.85,67.06,"Alpha","auth","media","success"
12.37,16.2,158,3,87.63,10.17,"Beta","api","alta","success"
19.78,7.89,167,1,67.25,16.31,"Beta","database","baja","failed"
4.2,8.37,151,4,100,67.15,"Gamma","database","alta","success"
5.95,2.96,149,5,84.73,93.66,"Gamma","api","crítica","success"
11.05,6.32,154,3,49.22,36.62,"Delta","analytics","baja","success"
19.44,9.58,170,2,78.87,17.17,"Delta","database","media","success"
6.03,7.03,161,4,61.93,17.66,"Delta","analytics","crítica","success"
22.01,33.91,145,2,98.98,31.94,"Beta","database","media","success"
3.7,15.03,134,2,84.23,4.23,"Alpha","ui","crítica","success"
19.5,5.38,162,3,76.78,1.33,"Beta","api","baja","success"
11.99,7.46,152,1,64.66,9.56,"Delta","api","baja","success"
34.28,10.8,159,2,58.35,56.45,"Gamma","analytics","baja","success"
41.31,22.84,151,1,82.94,3.78,"Delta","database","baja","success"
28.68,9.88,161,2,59.53,5.58,"Delta","auth","alta","success"
9.85,24.66,146,2,73.86,9.29,"Delta","database","media","success"
12.76,22.54,161,1,69.15,20.02,"Alpha","ui","media","success"
9.38,10.95,145,0,95.2,7.69,"Gamma","analytics","baja","success"
3.81,3.73,150,4,53.12,26.74,"Gamma","database","baja","success"
4.33,18.07,158,3,82.4,25.87,"Alpha","api","baja","success"
12.61,4.93,155,1,68.82,137.85,"Delta","api","media","success"
11.41,18.59,146,2,66.37,7.07,"Gamma","ui","baja","success"
7.37,4.76,150,2,73.19,18.57,"Gamma","ui","baja","success"
5.64,11.62,147,2,85.11,29,"Gamma","api","baja","success"
4.67,39.04,137,2,78.04,33.86,"Alpha","database","alta","success"
21.93,7.12,158,4,82.3,20.8,"Beta","ui","media","success"
20.68,36.94,157,8,92.17,18.31,"Gamma","ui","crítica","success"
8.99,36.39,147,6,70.8,25.2,"Delta","analytics","baja","success"
18.54,42.81,161,1,90.69,16.8,"Delta","api","crítica","success"
5.23,68.27,139,1,69.38,36.81,"Alpha","database","baja","success"
8.6,19.79,159,1,74.39,7.59,"Delta","analytics","media","success"
11.25,13.99,152,3,84.93,1.25,"Alpha","api","media","success"
16.29,16.1,134,1,63.83,3.78,"Beta","api","baja","rolled_back"
18.78,10.22,136,1,74.39,18.74,"Delta","ui","alta","success"
24.16,23.24,183,1,75.55,51.63,"Delta","ui","media","success"
9.62,12,134,0,96.05,19.3,"Alpha","ui","baja","failed"
9.82,6.67,149,2,82.73,44.9,"Alpha","api","crítica","failed"
6.3,4.84,149,0,66.89,22.98,"Delta","database","media","rolled_back"
11.82,8.52,149,4,64.72,12.08,"Alpha","database","crítica","success"
10.52,6.21,122,2,100,8.83,"Gamma","database","media","success"
9.26,18.79,151,1,70.55,14.63,"Gamma","auth","baja","success"
5.26,24.38,156,1,65.83,154.75,"Alpha","api","crítica","success"
8.17,10.07,137,3,66.45,24.67,"Alpha","analytics","baja","success"
5.6,27.56,153,2,87.97,18.05,"Beta","ui","media","success"
8.67,16.37,146,3,71.43,9.28,"Beta","database","baja","success"
18.39,39.65,165,1,84.95,4.76,"Alpha","ui","baja","success"
3.15,4.8,143,3,71.99,50.21,"Alpha","api","alta","success"
19.84,28.95,182,1,NA,0.6,"Delta","database","baja","success"
18.91,2.86,165,0,80.74,64.2,"Alpha","api","baja","success"
3.84,2.59,160,1,52.55,5.41,"Beta","database","media","success"
12.95,16.11,153,2,55.57,9.19,"Gamma","auth","media","success"
24.54,14.87,136,2,85.28,59.12,"Gamma","api","baja","success"
22.25,25.32,176,4,59.26,30.76,"Beta","api","media","success"
5.61,8.09,123,1,64.88,5.6,"Beta","analytics","alta","success"
5.88,29.09,174,1,85.66,1.21,"Delta","api","baja","failed"
7.98,6.05,158,1,56.72,2.29,"Delta","analytics","media","success"
34.86,19.74,157,2,56.56,12.68,"Gamma","analytics","baja","failed"
17.31,22.92,152,1,88.2,2.28,"Alpha","analytics","media","failed"
14.06,4.98,146,1,90.6,7.23,"Alpha","auth","baja","success"
2.57,12.77,157,5,52.55,36.58,"Beta","api","alta","failed"
14.23,6.75,145,1,81.45,18.01,"Gamma","ui","alta","success"
23.61,30.17,148,5,92.04,99.86,"Alpha","database","baja","rolled_back"
3.06,21.68,163,5,90.77,23.41,"Beta","database","crítica","success"
10.73,22.02,144,2,52.55,2.4,"Gamma","ui","baja","success"
33.2,10.27,165,1,79.38,64.07,"Gamma","ui","baja","failed"
17.68,24.87,159,1,70.07,57.62,"Alpha","database","baja","failed"
51.14,19.9,147,2,65.14,13.83,"Gamma","ui","baja","success"
16.27,19.25,161,3,65.02,15.62,"Delta","ui","baja","success"
17.14,6.13,156,3,63.89,37.8,"Beta","auth","alta","success"
9.51,20.4,140,2,73.74,17.92,"Beta","database","baja","failed"
34.64,14.13,148,1,77.8,5.3,"Alpha","ui","alta","success"
12.61,12.02,155,0,67.43,3.2,"Beta","analytics","media","success"
6.42,1.96,159,3,82.11,13.57,"Beta","auth","alta","success"
10.28,13.81,147,1,73.65,5.65,"Alpha","auth","alta","success"
15.11,7.72,148,1,66.93,7.96,"Beta","auth","baja","rolled_back"
12.56,7.91,170,0,77.33,2.68,"Beta","database","baja","success"
10.96,2.24,144,2,61.12,39.24,"Alpha","analytics","media","success"
21.28,18.09,162,0,83.21,8.84,"Delta","analytics","crítica","success"
6.81,4.12,150,2,73.53,11.7,"Alpha","auth","alta","success"
8.18,17.06,155,5,67.48,5.31,"Delta","analytics","alta","success"
5.93,30.87,155,1,82.02,95.06,"Alpha","api","media","rolled_back"
11.01,1.71,153,2,60.48,7.02,"Beta","analytics","alta","success"
9.71,23.7,150,7,67.48,23.37,"Delta","api","baja","success"
28.93,5.14,149,1,79.22,10.34,"Beta","database","baja","failed"
8.58,20.3,133,0,69.53,6.73,"Beta","auth","baja","success"
4.5,18.95,138,0,60.21,11.35,"Gamma","api","media","success"
8.03,48.48,140,1,86.97,1.13,"Alpha","database","alta","success"
39.44,21.19,161,1,99.1,43.33,"Alpha","ui","baja","success"
13.48,6.2,164,2,76.05,50.2,"Beta","auth","baja","success"
23.93,13.92,106,0,93.67,20.9,"Beta","auth","baja","failed"
5.96,18.45,145,4,81.75,32.07,"Beta","auth","alta","success"
17.75,38.92,157,0,69.61,20.25,"Alpha","auth","crítica","success"
9.49,94.63,134,4,68.23,22.45,"Alpha","database","baja","success"
16.35,21.97,142,2,79.48,11.51,"Delta","auth","baja","success"
5.61,29.73,140,2,60.8,16.1,"Delta","auth","media","success"
1.53,12.84,133,2,79.35,20.33,"Alpha","analytics","baja","success"
20.47,8.19,123,3,60.1,4.23,"Delta","auth","baja","success"
18.48,3.9,146,5,100,1.55,"Delta","database","alta","failed"
15.17,20.13,161,3,76.1,5.22,"Delta","auth","alta","success"
4.96,7.22,146,2,66.81,25.12,"Alpha","ui","alta","success"
9.24,1.79,168,2,68.64,4.81,"Gamma","ui","media","success"
9.54,18.76,141,1,80.44,4.44,"Alpha","auth","media","success"
41.21,13.6,150,2,74.55,7.21,"Alpha","api","baja","success"
13.97,56.89,148,3,77.97,14.57,"Gamma","database","baja","success"
4.85,35.64,142,1,71.47,15.12,"Alpha","auth","media","success"
10.3,22.28,165,5,71.67,20.97,"Alpha","analytics","media","success"
17.22,35.29,148,1,90.04,12.2,"Alpha","ui","baja","success"
43.92,20.68,143,2,75.63,0.77,"Delta","database","baja","success"
16.09,2.67,140,1,80.78,NA,"Alpha","database","baja","success"
8.98,17.06,162,4,58.26,68.56,"Delta","analytics","media","success"
18.41,6.54,151,2,81.43,20.92,"Delta","database","baja","success"
17.69,8.65,113,0,61.52,20.17,"Delta","api","media","success"
7.78,7.76,136,3,70.41,8.79,"Alpha","api","baja","success"
7.47,22.94,121,2,76.38,6.83,"Delta","analytics","baja","success"
33.28,3.25,158,3,69.35,2.55,"Alpha","ui","crítica","failed"
16.02,40.21,128,1,87.93,26.51,"Gamma","api","media","failed"
7.01,5.88,154,0,66.49,10.19,"Delta","analytics","media","success"
14.92,9.9,157,2,79.25,21.25,"Gamma","api","baja","rolled_back"
